director_name,duration,gross,genre,movie_title,language,country,budget,imdb_score,,,,,,,,,,,,,,,,,,,,,,
James David Pasternak,85,7826,Comedy,Certifiably Jonathan ,English,USA,1200000,6.2,,,,,,,,,,,,,,,,,,,,,,
Tom Sanchez,110,3830,Comedy,The Knife of Don Juan ,Spanish,USA,1200000,7.2,,,,,,,,,,,,,,,,,,,,,,
Rob Bowman,91,2850263,Adventure,Airborne ,English,USA,2600000,6.2,,,,,,,,,,,,,,,,,,,,,,
Rob McKittrick,94,16101109,Comedy,Waiting... ,English,USA,3000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Shane Meadows,90,6013,Crime,Dead Man's Shoes ,English,UK,695393,7.7,,,,,,,,,,,,,,,,,,,,,,
Jeff Burr,92,1400000,Action,From a Whisper to a Scream ,English,USA,1100000,5.9,,,,,,,,,,,,,,,,,,,,,,
Guy Maddin,73,39659,Comedy,Dracula: Pages from a Virgin's Diary ,English,Canada,1600000,7,,,,,,,,,,,,,,,,,,,,,,
Panos Cosmatos,110,56129,Sci-Fi,Beyond the Black Rainbow ,English,Canada,1100000,6.1,,,,,,,,,,,,,,,,,,,,,,
Gareth Evans,102,4105123,Action,The Raid: Redemption ,Indonesian,Indonesia,1100000,7.6,,,,,,,,,,,,,,,,,,,,,,
John G. Avildsen,145,117235247,Drama,Rocky ,English,USA,960000,8.1,,,,,,,,,,,,,,,,,,,,,,
John Carpenter,89,21378000,Fantasy,The Fog ,English,USA,1000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Levan Gabriadze,83,31537320,Horror,Unfriended ,English,USA,1000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Joe Dante,91,17986000,Horror,The Howling ,English,USA,1000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Terence Young,110,16067035,Action,Dr. No ,English,UK,1100000,7.3,,,,,,,,,,,,,,,,,,,,,,
Bradley Parker,86,18112929,Horror,Chernobyl Diaries ,English,USA,1000000,5,,,,,,,,,,,,,,,,,,,,,,
Clive Barker,86,14564027,Fantasy,Hellraiser ,English,UK,1000000,7,,,,,,,,,,,,,,,,,,,,,,
Harold Cronk,120,20773070,Drama,God's Not Dead 2 ,English,USA,5000000,3.4,,,,,,,,,,,,,,,,,,,,,,
Jeff Wadlow,90,10042266,Drama,Cry_Wolf ,English,USA,1000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Takao Okawara,99,10037390,Action,Godzilla 2000 ,Japanese,Japan,1000000000,6,,,,,,,,,,,,,,,,,,,,,,
Derek Cianfrance,112,9701559,Drama,Blue Valentine ,English,USA,3500000,7.4,,,,,,,,,,,,,,,,,,,,,,
Duncan Tucker,103,9013113,Adventure,Transamerica ,English,USA,1000000,7.4,,,,,,,,,,,,,,,,,,,,,,
William Brent Bell,83,53245055,Horror,The Devil Inside ,English,USA,1000000,4.2,,,,,,,,,,,,,,,,,,,,,,
Russ Meyer,109,9000000,Comedy,Beyond the Valley of the Dolls ,English,USA,900000,6.2,,,,,,,,,,,,,,,,,,,,,,
Eli Roth,100,7186670,Adventure,The Green Inferno ,English,USA,6000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Ben Lewin,95,5997134,Biography,The Sessions ,English,USA,1000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Brad Anderson,104,3386698,Comedy,Next Stop Wonderland ,English,USA,1000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Jason Reitman,96,143492840,Comedy,Juno ,English,USA,7500000,7.5,,,,,,,,,,,,,,,,,,,,,,
Courtney Hunt,97,2508841,Crime,Frozen River ,English,USA,1000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Morgan Neville,91,4946250,Documentary,20 Feet from Stardom ,English,USA,1000000,7.4,,,,,,,,,,,,,,,,,,,,,,
James Toback,84,1950218,Comedy,Two Girls and a Guy ,English,USA,1000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Nicole Holofcener,86,1277257,Comedy,Walking and Talking ,English,UK,1000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Peter Cattaneo,91,45857453,Comedy,The Full Monty ,English,UK,3500000,7.2,,,,,,,,,,,,,,,,,,,,,,
Chris Paine,92,1677838,Documentary,Who Killed the Electric Car? ,English,USA,1000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Greg Berlanti,94,1744858,Comedy,The Broken Hearts Club: A Romantic Comedy ,English,USA,1000000,7,,,,,,,,,,,,,,,,,,,,,,
Rob Letterman,103,80021740,Adventure,Goosebumps ,English,USA,58000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Marc Levin,100,982214,Drama,Slam ,English,USA,1000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Richard Dutcher,119,798341,Crime,Brigham City ,English,USA,1000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Khalid Mohamed,167,610991,Drama,Fiza ,Hindi,India,1000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Trey Parker,92,582024,Comedy,Orgazmo ,English,USA,1000000,6.2,,,,,,,,,,,,,,,,,,,,,,
David Gordon Green,108,548712,Drama,All the Real Girls ,English,USA,2500000,6.9,,,,,,,,,,,,,,,,,,,,,,
Finn Taylor,97,464655,Comedy,Dream with the Fishes ,English,USA,1000000,7,,,,,,,,,,,,,,,,,,,,,,
Karen Moncrieff,88,464126,Drama,Blue Car ,English,USA,1000000,6.7,,,,,,,,,,,,,,,,,,,,,,
José Luis Valenzuela,100,428535,Comedy,Luminarias ,English,USA,1000000,3.6,,,,,,,,,,,,,,,,,,,,,,
Goran Dukic,88,104077,Comedy,Wristcutters: A Love Story ,English,USA,1000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Efram Potelle,79,279282,Comedy,The Battle of Shaker Heights ,English,USA,1000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Peter Jackson,135,43982842,Drama,The Lovely Bones ,English,USA,65000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Joshua Oppenheimer,96,484221,Biography,The Act of Killing ,Indonesian,UK,1000000,8.2,,,,,,,,,,,,,,,,,,,,,,
Alex Gibney,53,274661,Crime,Taxi to the Dark Side ,English,USA,1000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Paul Crowder,97,144431,Documentary,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,English,UK,1000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Anthony Powell,91,287761,Adventure,Antarctica: A Year on Ice ,English,New Zealand,1000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Kief Davidson,93,100240,Documentary,A Lego Brickumentary ,English,Denmark,1000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Johnny Remo,112,96734,Action,Hardflip ,English,USA,1000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Vivek Agnihotri,160,49000,Thriller,Chocolate: Deep Dark Secrets ,Hindi,India,1500000,4.8,,,,,,,,,,,,,,,,,,,,,,
Ti West,95,100659,Horror,The House of the Devil ,English,USA,900000,6.4,,,,,,,,,,,,,,,,,,,,,,
Nick Tomnay,93,48430,Comedy,The Perfect Host ,English,USA,500000,6.8,,,,,,,,,,,,,,,,,,,,,,
John Hamburg,88,21210,Comedy,Safe Men ,English,USA,1000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Craig Mazin,82,12996,Action,The Specials ,English,USA,1000000,6,,,,,,,,,,,,,,,,,,,,,,
Eric Nicholas,78,10018,Crime,Alone with Her ,English,USA,1000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Benjamin Dickinson,97,62480,Drama,Creative Control ,English,USA,1000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Hal Haberman,81,6387,Comedy,Special ,English,USA,1000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Brian Trenchard-Smith,88,721,Action,In Her Line of Fire ,English,Germany,1000000,4.1,,,,,,,,,,,,,,,,,,,,,,
Frank Whaley,96,703,Comedy,The Jimmy Show ,English,USA,1500000,5.4,,,,,,,,,,,,,,,,,,,,,,
Danny Boyle,101,2319187,Crime,Trance ,English,UK,20000000,7,,,,,,,,,,,,,,,,,,,,,,
Elia Kazan,108,9600000,Crime,On the Waterfront ,English,USA,910000,8.2,,,,,,,,,,,,,,,,,,,,,,
Kat Coiro,100,20186,Comedy,L!fe Happens ,English,USA,930000,5.7,,,,,,,,,,,,,,,,,,,,,,
Cristian Mungiu,113,1185783,Drama,"4 Months, 3 Weeks and 2 Days ",Romanian,Romania,590000,7.9,,,,,,,,,,,,,,,,,,,,,,
David Slade,104,1007962,Crime,Hard Candy ,English,USA,950000,7.1,,,,,,,,,,,,,,,,,,,,,,
Jamie Babbit,91,381186,Drama,The Quiet ,English,USA,900000,6.4,,,,,,,,,,,,,,,,,,,,,,
Ryan Coogler,85,16097842,Biography,Fruitvale Station ,English,USA,900000,7.5,,,,,,,,,,,,,,,,,,,,,,
Ramaa Mosley,101,6643,Comedy,The Brass Teapot ,English,USA,900000,6.4,,,,,,,,,,,,,,,,,,,,,,
Charles Herman-Wurmfeld,88,442638,Comedy,The Hammer ,English,USA,850000,7.3,,,,,,,,,,,,,,,,,,,,,,
Ric Roman Waugh,112,42919096,Action,Snitch ,English,USA,15000000,6.5,,,,,,,,,,,,,,,,,,,,,,
C. Jay Cox,107,819939,Comedy,Latter Days ,English,USA,850000,7.2,,,,,,,,,,,,,,,,,,,,,,
Jamie Travis,88,1243961,Comedy,"For a Good Time, Call... ",English,USA,850000,6,,,,,,,,,,,,,,,,,,,,,,
Rich Christiano,95,15278,Drama,Time Changer ,English,USA,825000,5.6,,,,,,,,,,,,,,,,,,,,,,
Asghar Farhadi,123,7098492,Drama,A Separation ,Persian,Iran,500000,8.4,,,,,,,,,,,,,,,,,,,,,,
Todd Solondz,88,4771000,Comedy,Welcome to the Dollhouse ,English,USA,800000,7.5,,,,,,,,,,,,,,,,,,,,,,
Victor Nunez,114,1001437,Drama,Ruby in Paradise ,English,USA,800000,7.2,,,,,,,,,,,,,,,,,,,,,,
Peter Sollett,88,2073984,Drama,Raising Victor Vargas ,English,France,800000,7.2,,,,,,,,,,,,,,,,,,,,,,
Rod Lurie,104,144583,Drama,Deterrence ,English,France,800000,6.5,,,,,,,,,,,,,,,,,,,,,,
Shane Dawson,93,35688,Comedy,Not Cool ,English,USA,600000,5.1,,,,,,,,,,,,,,,,,,,,,,
Tommy Wirkola,91,41709,Comedy,Dead Snow ,Norwegian,Norway,800000,6.4,,,,,,,,,,,,,,,,,,,,,,
Ryan Little,90,1310270,Action,Saints and Soldiers ,English,USA,780000,6.8,,,,,,,,,,,,,,,,,,,,,,
George Lucas,112,115000000,Comedy,American Graffiti ,English,USA,777000,7.5,,,,,,,,,,,,,,,,,,,,,,
Matt Maiellaro,86,5518918,Action,Aqua Teen Hunger Force Colon Movie Film for Theaters ,English,USA,750000,6.9,,,,,,,,,,,,,,,,,,,,,,
Colin Trevorrow,86,4007792,Comedy,Safety Not Guaranteed ,English,USA,750000,7,,,,,,,,,,,,,,,,,,,,,,
Ben Wheatley,95,26297,Crime,Kill List ,English,UK,500000,6.3,,,,,,,,,,,,,,,,,,,,,,
Ti West,101,77501,Horror,The Innkeepers ,English,USA,750000,5.5,,,,,,,,,,,,,,,,,,,,,,
David S. Goyer,89,42638165,Drama,The Unborn ,English,USA,16000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Neil Burger,88,47329,Drama,Interview with the Assassin ,English,USA,750000,6.6,,,,,,,,,,,,,,,,,,,,,,
Oliver Blackburn,99,18378,Crime,Donkey Punch ,English,UK,900000,5.2,,,,,,,,,,,,,,,,,,,,,,
Steve James,170,7830611,Documentary,Hoop Dreams ,English,USA,700000,8.3,,,,,,,,,,,,,,,,,,,,,,
Michael Cuesta,97,1141829,Crime,L.I.E. ,English,USA,700000,7.2,,,,,,,,,,,,,,,,,,,,,,
Peter Jackson,201,218051260,Action,King Kong ,English,New Zealand,207000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Jaume Collet-Serra,108,32048809,Horror,House of Wax ,English,Australia,30000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Ryan Fleck,106,2694973,Drama,Half Nelson ,English,USA,700000,7.2,,,,,,,,,,,,,,,,,,,,,,
Jennifer Wynne Farmer,107,10508,Drama,Naturally Native ,English,USA,700000,6.5,,,,,,,,,,,,,,,,,,,,,,
Christopher Scott Cherot,84,2301777,Comedy,Hav Plenty ,English,USA,650000,6.5,,,,,,,,,,,,,,,,,,,,,,
Mark Sandrich,81,3000000,Comedy,Top Hat ,English,USA,609000,7.8,,,,,,,,,,,,,,,,,,,,,,
Daniel Myrick,81,140530114,Horror,The Blair Witch Project ,English,USA,60000,6.4,,,,,,,,,,,,,,,,,,,,,,
Michael Wadleigh,215,13300000,Documentary,Woodstock ,English,USA,600000,8.1,,,,,,,,,,,,,,,,,,,,,,
Jon Gunn,106,171988,Action,Mercy Streets ,English,USA,600000,5.6,,,,,,,,,,,,,,,,,,,,,,
Gene Teigland,103,23616,Mystery,Arnolds Park ,English,USA,600000,5.6,,,,,,,,,,,,,,,,,,,,,,
Scott Ziehl,90,13493,Drama,Broken Vessels ,English,USA,600000,6.6,,,,,,,,,,,,,,,,,,,,,,
Richard Lester,87,515005,Comedy,A Hard Day's Night ,English,UK,560000,7.7,,,,,,,,,,,,,,,,,,,,,,
U. Roberto Romano,80,2245,Documentary,The Harvest/La Cosecha ,English,USA,560000,7.2,,,,,,,,,,,,,,,,,,,,,,
Alex Kendrick,122,33451479,Drama,Fireproof ,English,USA,500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Joe Camp,86,39552600,Adventure,Benji ,English,USA,500000,6.1,,,,,,,,,,,,,,,,,,,,,,
Chris Kentis,79,30500882,Adventure,Open Water ,English,USA,500000,5.7,,,,,,,,,,,,,,,,,,,,,,
John 'Bud' Cardos,97,17000000,Horror,Kingdom of the Spiders ,English,USA,500000,5.9,,,,,,,,,,,,,,,,,,,,,,
Tom McCarthy,89,5739376,Comedy,The Station Agent ,English,USA,500000,7.7,,,,,,,,,,,,,,,,,,,,,,
Brian Baugh,120,3773863,Drama,To Save a Life ,English,USA,1000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Barry W. Blaustein,108,2047570,Biography,Beyond the Mat ,English,USA,500000,7.6,,,,,,,,,,,,,,,,,,,,,,
Kurt Hale,102,1250798,Comedy,The Singles Ward ,English,USA,500000,6.4,,,,,,,,,,,,,,,,,,,,,,
Siddiq Barmak,83,1127331,Drama,Osama ,Dari,Afghanistan,46000,7.4,,,,,,,,,,,,,,,,,,,,,,
Joseph Dorman,93,906666,Documentary,Sholem Aleichem: Laughing in the Darkness ,English,USA,500000,6.8,,,,,,,,,,,,,,,,,,,,,,
Greg Harrison,86,1114943,Drama,Groove ,English,USA,500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Kurt Hale,101,1111615,Comedy,The R.M. ,English,USA,500000,6,,,,,,,,,,,,,,,,,,,,,,
Michael Polish,111,985341,Drama,Twin Falls Idaho ,English,USA,500000,7.3,,,,,,,,,,,,,,,,,,,,,,
Jacob Aaron Estes,90,603943,Crime,Mean Creek ,English,USA,500000,7.3,,,,,,,,,,,,,,,,,,,,,,
Morgan J. Freeman,86,334041,Crime,Hurricane Streets ,English,USA,500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Eric Schaeffer,98,295468,Comedy,Never Again ,English,USA,500000,6,,,,,,,,,,,,,,,,,,,,,,
Neema Barnette,91,243347,Crime,Civil Brand ,English,USA,500000,5.3,,,,,,,,,,,,,,,,,,,,,,
Steve Buscemi,91,154077,Comedy,Lonesome Jim ,English,USA,500000,6.6,,,,,,,,,,,,,,,,,,,,,,
Molly Bernstein,88,151389,Documentary,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,English,USA,500000,7.1,,,,,,,,,,,,,,,,,,,,,,
Akira Kurosawa,202,269061,Action,Seven Samurai ,Japanese,Japan,2000000,8.7,,,,,,,,,,,,,,,,,,,,,,
Marius A. Markevicius,89,133778,Documentary,The Other Dream Team ,English,USA,500000,8.4,,,,,,,,,,,,,,,,,,,,,,
Justin Lin,84,52850,Comedy,Finishing the Game: The Search for a New Bruce Lee ,English,USA,500000,6.2,,,,,,,,,,,,,,,,,,,,,,
Quentin Dupieux,82,98017,Comedy,Rubber ,English,France,500000,5.8,,,,,,,,,,,,,,,,,,,,,,
Tim Johnson,94,177343675,Adventure,Home ,English,USA,135000000,6.7,,,,,,,,,,,,,,,,,,,,,,
C. Jay Cox,100,31937,Comedy,Kiss the Bride ,English,USA,500000,5.7,,,,,,,,,,,,,,,,,,,,,,
Alex Smith,112,13134,Drama,The Slaughter Rule ,English,USA,500000,6.1,,,,,,,,,,,,,,,,,,,,,,
Gareth Edwards,94,237301,Drama,Monsters ,English,UK,500000,6.4,,,,,,,,,,,,,,,,,,,,,,
Sol Tryon,91,12055,Comedy,The Living Wake ,English,USA,500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Alex Craig Mann,87,1332,Comedy,Detention of the Dead ,English,USA,500000,4.6,,,,,,,,,,,,,,,,,,,,,,
Tamra Davis,93,37188667,Comedy,Crossroads ,English,USA,12000000,3.3,,,,,,,,,,,,,,,,,,,,,,
Catherine Gund,82,21199,Action,Born to Fly: Elizabeth Streb vs. Gravity ,English,USA,500000,6.8,,,,,,,,,,,,,,,,,,,,,,
Sam Raimi,130,234903076,Adventure,Oz the Great and Powerful ,English,USA,215000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Matty Rich,91,2712293,Crime,Straight Out of Brooklyn ,English,USA,450000,5.9,,,,,,,,,,,,,,,,,,,,,,
Paul Greengrass,107,768045,Drama,Bloody Sunday ,English,UK,2000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Hans Canosa,84,379122,Comedy,Conversations with Other Women ,English,UK,450000,7.1,,,,,,,,,,,,,,,,,,,,,,
Lloyd Kaufman,103,23000,Comedy,Poultrygeist: Night of the Chicken Dead ,English,USA,500000,6.2,,,,,,,,,,,,,,,,,,,,,,
Lloyd Bacon,89,2300000,Comedy,42nd Street ,English,USA,439000,7.7,,,,,,,,,,,,,,,,,,,,,,
Whit Stillman,98,2938208,Comedy,Metropolitan ,English,USA,225000,7.5,,,,,,,,,,,,,,,,,,,,,,
Kay Pollak,133,9910,Comedy,As It Is in Heaven ,Swedish,Sweden,25000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Jared Hess,92,44540956,Comedy,Napoleon Dynamite ,English,USA,400000,6.9,,,,,,,,,,,,,,,,,,,,,,
Jeremy Saulnier,90,258113,Crime,Blue Ruin ,English,USA,1066167,7.1,,,,,,,,,,,,,,,,,,,,,,
Oren Peli,84,107917283,Horror,Paranormal Activity ,English,USA,15000,6.3,,,,,,,,,,,,,,,,,,,,,,
Terry Gilliam,91,1229197,Adventure,Monty Python and the Holy Grail ,English,UK,229575,8.3,,,,,,,,,,,,,,,,,,,,,,
Richard Glatzer,90,1689999,Drama,Quinceañera ,Spanish,USA,400000,7.1,,,,,,,,,,,,,,,,,,,,,,
Sue Corcoran,96,11798,Comedy,Gory Gory Hallelujah ,English,USA,100000,4.7,,,,,,,,,,,,,,,,,,,,,,
Jonathan Caouette,88,592014,Biography,Tarnation ,English,USA,218,7.2,,,,,,,,,,,,,,,,,,,,,,
Ray Griggs,92,425899,Documentary,I Want Your Money ,English,USA,400000,5.1,,,,,,,,,,,,,,,,,,,,,,
Lucio Fulci,82,126387,Horror,The Beyond ,Italian,Italy,400000,6.9,,,,,,,,,,,,,,,,,,,,,,
Tom Vaughan,101,80276912,Comedy,What Happens in Vegas ,English,USA,35000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Roger Nygard,86,617172,Documentary,Trekkies ,English,USA,375000,7,,,,,,,,,,,,,,,,,,,,,,
Harry Beaumont,100,2808000,Musical,The Broadway Melody ,English,USA,379000,6.3,,,,,,,,,,,,,,,,,,,,,,
Franck Khalfoun,89,12843,Horror,Maniac ,English,France,6000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Mor Loushy,84,34151,Documentary,Censored Voices ,Hebrew,Israel,450000,7.2,,,,,,,,,,,,,,,,,,,,,,
Henry Alex Rubin,88,1523883,Documentary,Murderball ,English,USA,1750211,7.8,,,,,,,,,,,,,,,,,,,,,,
Sam Firstenberg,90,4000000,Action,American Ninja 2: The Confrontation ,English,USA,350000,4.7,,,,,,,,,,,,,,,,,,,,,,
John Carpenter,101,47000000,Horror,Halloween ,English,USA,300000,7.9,,,,,,,,,,,,,,,,,,,,,,
Gavin O'Connor,102,1281176,Comedy,Tumbleweeds ,English,USA,312000,6.7,,,,,,,,,,,,,,,,,,,,,,
Gregory Widen,98,16115878,Action,The Prophecy ,English,USA,8000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Cédric Klapisch,91,1652472,Comedy,When the Cat's Away ,French,France,300000,6.9,,,,,,,,,,,,,,,,,,,,,,
Peter Hedges,80,2360184,Comedy,Pieces of April ,English,USA,300000,7.1,,,,,,,,,,,,,,,,,,,,,,
Kelly Reichardt,76,255352,Drama,Old Joy ,English,USA,300000,6.7,,,,,,,,,,,,,,,,,,,,,,
Kelly Reichardt,80,856942,Drama,Wendy and Lucy ,English,USA,200000,7.1,,,,,,,,,,,,,,,,,,,,,,
Pan Nalin,102,16892,Documentary,Ayurveda: Art of Being ,English,India,300000,7.6,,,,,,,,,,,,,,,,,,,,,,
Michael Roemer,95,12438,Drama,Nothing But a Man ,English,USA,160000,8.1,,,,,,,,,,,,,,,,,,,,,,
Jesse Peretz,94,40542,Drama,"First Love, Last Rites ",English,USA,300000,5.5,,,,,,,,,,,,,,,,,,,,,,
Eddie O'Flaherty,109,5199,Drama,Fighting Tommy Riley ,English,USA,200000,6.6,,,,,,,,,,,,,,,,,,,,,,
Julie Taymor,133,24343673,Drama,Across the Universe ,English,USA,45000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Bruce Dellis,95,2468,Thriller,Locker 13 ,English,USA,300000,4.8,,,,,,,,,,,,,,,,,,,,,,
Craig Zobel,90,318622,Biography,Compliance ,English,USA,270000,6.4,,,,,,,,,,,,,,,,,,,,,,
Kevin Smith,113,12006514,Comedy,Chasing Amy ,English,USA,250000,7.3,,,,,,,,,,,,,,,,,,,,,,
Nicole Holofcener,91,4186931,Comedy,Lovely & Amazing ,English,USA,250000,6.9,,,,,,,,,,,,,,,,,,,,,,
Justin Lin,98,3799339,Crime,Better Luck Tomorrow ,English,USA,250000,7.2,,,,,,,,,,,,,,,,,,,,,,
Maria Maggenti,94,1977544,Comedy,The Incredibly True Adventure of Two Girls in Love ,English,USA,250000,6.5,,,,,,,,,,,,,,,,,,,,,,
Miguel Arteta,96,1050600,Comedy,Chuck & Buck ,English,USA,250000,6.6,,,,,,,,,,,,,,,,,,,,,,
Piyush Dinker Pandya,100,902835,Comedy,American Desi ,English,USA,250000,6.7,,,,,,,,,,,,,,,,,,,,,,
Vincenzo Natali,90,489220,Mystery,Cube ,English,Canada,365000,7.3,,,,,,,,,,,,,,,,,,,,,,
Emma-Kate Croghan,76,212285,Comedy,Love and Other Catastrophes ,English,Australia,250000,6.4,,,,,,,,,,,,,,,,,,,,,,
Bill Plympton,75,203134,Animation,I Married a Strange Person! ,English,USA,250000,7,,,,,,,,,,,,,,,,,,,,,,
Greg Harrison,78,191309,Drama,November ,English,USA,150000,5.5,,,,,,,,,,,,,,,,,,,,,,
Drake Doremus,90,3388210,Drama,Like Crazy ,English,USA,250000,6.7,,,,,,,,,,,,,,,,,,,,,,
Allison Anders,92,177840,Comedy,Sugar Town ,English,UK,250000,6.1,,,,,,,,,,,,,,,,,,,,,,
Paul Schrader,99,49494,Drama,The Canyons ,English,USA,250000,3.9,,,,,,,,,,,,,,,,,,,,,,
Hilary Brougher,81,18195,Sci-Fi,The Sticky Fingers of Time ,English,USA,250000,6.3,,,,,,,,,,,,,,,,,,,,,,
Tom Putnam,86,111300,Documentary,Burn ,English,USA,225000,7.5,,,,,,,,,,,,,,,,,,,,,,
Jon Shear,106,1027119,Drama,Urbania ,English,USA,225000,7,,,,,,,,,,,,,,,,,,,,,,
Eugène Lourié,80,5000000,Adventure,"The Beast from 20,000 Fathoms ",English,USA,210000,6.7,,,,,,,,,,,,,,,,,,,,,,
Doug Liman,96,4505922,Comedy,Swingers ,English,USA,200000,7.4,,,,,,,,,,,,,,,,,,,,,,
Sergio Leone,99,3500000,Action,A Fistful of Dollars ,Italian,Italy,200000,8,,,,,,,,,,,,,,,,,,,,,,
Maurizio Benazzo,85,381225,Documentary,Short Cut to Nirvana: Kumbh Mela ,English,USA,200000,7.2,,,,,,,,,,,,,,,,,,,,,,
David G. Evans,101,2428241,Drama,The Grace Card ,English,USA,200000,6.4,,,,,,,,,,,,,,,,,,,,,,
Ava DuVernay,97,78030,Drama,Middle of Nowhere ,English,USA,200000,6.5,,,,,,,,,,,,,,,,,,,,,,
Sherman Alexie,103,174682,Drama,The Business of Fancydancing ,English,USA,200000,6.9,,,,,,,,,,,,,,,,,,,,,,
Justin Dillon,86,215185,Documentary,Call + Response ,English,USA,200000,7.5,,,,,,,,,,,,,,,,,,,,,,
Steven Soderbergh,106,32154410,Crime,Side Effects ,English,USA,30000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Ricki Stern,106,1111,Crime,The Trials of Darryl Hunt ,English,USA,200000,7.7,,,,,,,,,,,,,,,,,,,,,,
Majid Majidi,89,925402,Drama,Children of Heaven ,Persian,Iran,180000,8.5,,,,,,,,,,,,,,,,,,,,,,
Andrew Haigh,97,469947,Drama,Weekend ,English,UK,120000,7.7,,,,,,,,,,,,,,,,,,,,,,
Spike Lee,88,7137502,Comedy,She's Gotta Have It ,English,USA,175000,6.5,,,,,,,,,,,,,,,,,,,,,,
Mike Cahill,92,1316074,Drama,Another Earth ,English,USA,100000,7,,,,,,,,,,,,,,,,,,,,,,
Melvin Van Peebles,97,15180000,Crime,Sweet Sweetback's Baadasssss Song ,English,USA,500000,5.5,,,,,,,,,,,,,,,,,,,,,,
Gary Winick,78,2882062,Comedy,Tadpole ,English,USA,150000,6.3,,,,,,,,,,,,,,,,,,,,,,
John Carney,85,9437933,Drama,Once ,English,Ireland,180000,7.9,,,,,,,,,,,,,,,,,,,,,,
Robinson Devor,88,110720,Comedy,The Woman Chaser ,English,USA,1200000,7.3,,,,,,,,,,,,,,,,,,,,,,
Michel Orion Scott,93,155984,Documentary,The Horse Boy ,English,USA,160000,7.4,,,,,,,,,,,,,,,,,,,,,,
Tobe Hooper,88,30859000,Horror,The Texas Chain Saw Massacre ,English,USA,83532,7.5,,,,,,,,,,,,,,,,,,,,,,
Dena Seidel,72,4914,Adventure,Antarctic Edge: 70° South ,English,USA,150000,7,,,,,,,,,,,,,,,,,,,,,,
Sara Newens,80,5858,Documentary,Top Spin ,English,USA,150000,7.1,,,,,,,,,,,,,,,,,,,,,,
Michael Moore,91,6706368,Documentary,Roger & Me ,English,USA,160000,7.5,,,,,,,,,,,,,,,,,,,,,,
Lynn Shelton,90,1573712,Comedy,Your Sister's Sister ,English,USA,125000,6.7,,,,,,,,,,,,,,,,,,,,,,
Alex Kendrick,111,10174663,Drama,Facing the Giants ,English,USA,100000,6.7,,,,,,,,,,,,,,,,,,,,,,
Travis Cluff,81,22757819,Horror,The Gallows ,English,USA,100000,4.2,,,,,,,,,,,,,,,,,,,,,,
Robert Townsend,81,5228617,Comedy,Hollywood Shuffle ,English,USA,100000,7,,,,,,,,,,,,,,,,,,,,,,
Larry Blamire,90,110536,Comedy,The Lost Skeleton of Cadavra ,English,USA,40000,7,,,,,,,,,,,,,,,,,,,,,,
E.L. Katz,88,59379,Comedy,Cheap Thrills ,English,USA,200000,6.8,,,,,,,,,,,,,,,,,,,,,,
